index,Text,Type,pred
185846,"100% recomendable!! Nos encantó el lugar! El sitio está increible y super recomendable la experiencia de nadar en la gruta y hacer los saltos en las pozas. Acampamos una noche en el espacio donde dejan acampar y nos gustó mucho la experiencia. No sentimos inseguridad en ningún momento. Lo único malo ,las instalaciones que no hay. Solo unos baños sin regadera en bastante mal estado.",Attractive,Hotel
82564,"En la playa !!! Un restaurante en la playa muy bien puesto, instalaciones de primera, si acaso su wifi con poca señal ya que estás en la playa en las instalaciones del mismo, cocina aceptable, servicio bien,
Como están en una playa de mis preferidas en esta zona es...Más",Restaurant,Attractive
91486,"Excelent Buena atención atracciones para niños chicos suficientes, le falta variedad en la comida si regresaría ",Attractive,Hotel
18259,"Extraordinario lugar Alfredo, uno de los empleados (meseros) del lugar, es maravilloso, sabe su negocio.  Felicidades por los alimentos, el desayuno, el mejor que probé en más de 8 días que tuvimos como sede a San Cristóbal, fuimos a muchos lugares distintos, pero CASA LUM gana por mucho.  De verdad no se arrepiente uno de nada, su pan, mermeladas, desayunos únicos.   La comida, también deliciosa, imperdible y a los dueños, felicitaciones por su personal, pero Alfredo se lleva las palmas.",Hotel,Restaurant
45242,Bonito falta Gran lugar para un 2 - 3 noches. estancia en un albergue o un hotel en el lago para totaldebe probar relxation amanecer paddleboard - Green Monkey,Attractive,Hotel
123049,"Bello!!. Es un cenote a cielo semi abierto, nos explicó el guía que esta denominación depende de la edad del mismo.Visitando la ciudad colonial de Valladolid encontramos éste hermoso cenote, el cual por no estar dentro del circuito denominado turístico, se puede disfrutar mucho. Ideal para...Más",Restaurant,Attractive
130241,"Un must en Bacalar Todo excelente, desde la reservación por insta, respuesta muy rápida, el recibimiento limpio, muy amables en el servicio, la mesa nos la mantenían todo el tiempo limpia, muy agradable el personal, realmente nos sentimos en casa, fuimos festejando nuestra luna de miel y se portaron...Más",Restaurant,Hotel
66462,"visita a San Cristóbal pequeño pero bonito e interesante museo de un joven extranjero que vivido y amado las Hucholes, la gente originales de Chiapas. Está situado en la parte antigua de una Hacienda convertida en hotel. Hay un restaurante con comida tipic, bueno para el desayuno o almuerzo, así que planea su visita para aprovechar los tres aspectos: estancia, comer y ver.",Attractive,Hotel
95473,"Excelente opción Una experiencia diferente y muy bien guiada por los anfitriones que están pendiente en todo momento y resuelven todas tus dudas. Precio justo por todo lo que recibes, insumos de buena calidad.Lo recomiendo ampliamente.",Attractive,Restaurant
79346,"Maravilloso, como siempre Esta es la tercera o cuarta vez aquí. entorno maravilloso y un personal maravilloso. El propietario continúa para agregar funciones; por ejemplo, ahora tienen una casa de sudor. Buena comida, buen alojamiento, buena gente, muy romántico",Hotel,Restaurant
10861,"En el lugar de Playa Hermosa El apartamento era bonito y limpio. Hay una piscina y zona de playa. Ambos tienen sillas y sombrillas. Las puestas de sol son espectaculares. El restaurante Maya tiene comida y bebidas, y tienen mesas en la playa",Hotel,Attractive
92778,"todo muy bien aunque el lugar es un poco retirado de la zona de playas , vale la pena visitarlo . es limpio y el servicio es bueno en precios esta ok.",Restaurant,Attractive
15244,"Interesante lugar Mi hijo hizo los arreglos para visitar este lugar. El marco es impresionante dentro de la zona arqueológica de Teotihuacán que vale la pena visitar. En cuanto al restaurant, el marco es impresionante dentro de una gruta natural inmensa y estando adentro la escenografía es...Más",Restaurant,Attractive
51003,Vista fenomenal! Yo describiría la comida como algo entre decente y bueno. La vista de la iglesia y el paisaje sin duda fue lo más destacado de mi visita aquí. ¡Muy recomendable!,Restaurant,Attractive
198979,"Puebleando En el camino Guerrero-Puebla, cruzamos por Tepoztlán y decidimos pasar a estirar los pies, encontrar algo de comida y deleitarnos con una tepoznieve, pero oh, sorpresa! A las 8 am no había un restaurante abierto. Nos recomendaron ir al Mercado y además de encontrar artesanías, miel de abeja, fruta muy fresca y flores, habían opciones de comida típica. Probamos los itacates, que son como una gorditas triangulares, de masa con manteca muy ricas pero con 1 es suficiente! Pudimos desayunar por un módico precio y enamorarnos del lugar, seguro volvemos pronto!",Attractive,Restaurant
123903,Gran experiencia fuera de la rutina ¡Qué gran descubrimiento! Mi familia y yo alquilamos scooters en Black Sheep Motorsports y cruzó a través de Todos Santos cuando visitamos la ciudad la semana pasada. Todo fue muy fácil y rápido. El propietario es honesto y muy fácil de tratar. Recomiendo encarecidamente la oveja negra Motorsports.,Attractive,Restaurant
198795,"Buena comida, pero el servicio era escaso Estuvimos allí temprano, así que el personal en el restaurante excedieron los huéspedes. El servicio fue muy lento. Tuve que ir hasta el bar y pedir que alguien venga y disfrute nuestra orden de bebidas. El servicio de cena también era deficiente.",Attractive,Restaurant
162494,"que vista no hay nada mas placentero ,que disfrutar de una exelente vision de un esplendido lugar desde las alturas ",Attractive,Restaurant
196004,"precioso entorno Pasamos una semana aquí hace poco. Disfrutamos del ambiente y los propietarios. La comida era buena. Nos encantó desayunar en la ""palapa"" comedor al aire libre. Me hubiera gustado que haya café de cortesía disponible en la tarde y por la noche.",Hotel,Restaurant
199917,"Tome su tiempo Gente y ruido. No esperes a toda prisa. En general, selecciones muy agradable. Cócteles agradable. Las familias grandes.",Restaurant,Attractive
142685,"increible lugar Las mejores experiencias las he tenido en ese lugar,buenos amigos puedes encontrar ahi,un paradero magico,sera porque esta a lado de las ruinas, practicamente puedes sentir una energia mistica,la comida buena. memorable",Hotel,Attractive
75207,Maravillosa experiencia No se pueden perder este lugar si están en Valladolid! Historia y la mejor atención. Gracias a toda la familia!,Attractive,Restaurant
63415,Muy bueno La comida no me pareció tan buena poca variedad me gustaría comer camarones pulpo más cosas de mar! Lo demás muy bueno la fullmoon impecable como siempre hospedarse para la fiesta la mejor opción!!! Muy recomendable,Hotel,Restaurant
138798,"Almuerzos exelentes Exelente trato de Maribel en recivirnos, el servicio de Gener, Carlos, Ariana, Emmanuel, Alfredo super atenciosos y amables, la comida de primera y una vista asi el mar  que te desestreza.",Restaurant,Hotel
3167,"Excelente Es un lugar excelente, con muy buena vibra, es algo mágico.. Fui con mi familia y amigos de Francia y la pasamos muy bien. ",Attractive,Restaurant
25744,"Respiración Llevar las sandalias y suite baño. Caminar hasta el nivel del mar para disfrutar y sentir la diferencia. Se siente como si estuvieras caminando en territorio desconocido. Lo que te lleva lejos son los sonidos, vistas, el olor y el sentir de esta experiencia. Llevar un impermeable para los muchos imagen querrá traer de vuelta a casa.",Attractive,Hotel
188674,"Que vista!!! Maravilloso lugar para disfrutar de una comida rica, con el tradicional sabor de la comida mexicana, el lugar es apartado del pueblo pero vale la pena conocerlo, precios y relacion costo beneficio adecuados ademas del paseo en teleferico...",Hotel,Restaurant
142973,"Restaurant El restaurante Secretos es delicioso. Muchas felicidades, todo estuvo excelente!! Buena comida buen ambiente buen servicio bueno todo, gracias por la experiencia  La sopa de hongos maravillosa Las tostadas de atun buenosimas",Hotel,Restaurant
116376,Pueblo Mágico y tranquilo Me pareció un lugar relajado y tranquilo para descansar un fin de semana. Si te gusta la vegetación y las plantas es el lugar adecuado para visitar por su gran cantidad de viveros. Dar un paseo por el centro es muy agradable y sentarse a cenar en la variedad de restaurantes es un poco regresar al México del pasado.,Attractive,Hotel
112985,"Excelente como siempre Fui con mi mujer a pasar el día porque lo conocíamos de antes y nos fuimos encantados. La coctelería y la comida fabulosa, en especial los tacos de res asada. El personal super atento y agradable, en especial Jose que nos agasajó en todo momento sin dejar que estuviéramos un solo segundo sin una bebida, una comida o lo que demandásemos.  Agradable y tranquilo, un sitio ya fijo para nuestras visitas a Tulum.",Hotel,Restaurant
14215,"Muy buena experiencia! Blue Nation superó mis expectativas, la atención desde la reservación fue muy buena, la embarcación estaba en excelentes condiciones, el guía conocía muy bien el lugar y se mantuvo junto con el capitán siempre atento a todos en la embarcación. El lunch muy rico y se preocupan por cuidar y respetar el medio ambiente. Definitivamente volveré.",Attractive,Restaurant
38818,"Lugar increible Maravillosa cada una del edificaciones del lugar! ideal para pensar siempre ""fuera de la caja"". Rodeada de vegetación exuberante es el lugar ideal para desconectarse de la ciudad y los problemas cotidianos. La cascada del general y las pozas tambien es un gran lugar para relajarte y pasar momento increibles. 100% recomendable",Attractive,Hotel
122429,"Extraordinaria. Acabamos de volver del campamento Cecil y qué un viaje increíble. Absolutamente todo acerca de nuestra aventura fue más allá de nuestras expectativas. . El senderismo, kayak, paddle y leones de mar eran impresionantes, pero lo más importante, el personal hizo que el viaje de una vez en la vida. El personal de la isla, Iván, Jovanny, Delia y Martin, el capitán del barco, y los guías, Cuko Mauritio, Cabo y Hernando fueron super. Nos hicieron sentir como de la familia y todo lo accesible a nuestra hija de 6 años de edad.Les perder y no puedo esperar a volver. El alojamiento era precioso y confortable, pero la comida era de primera categoría, hecho con tal amor y habilidad. Nos despertamos con preciosas vistas, comida deliciosa y gran compañía cada día. Los leones de mar, ballenas, delfines y mantarrayas sólo coronó el viaje de la vida. Obviamente no puedo decir suficientes cosas buenas. Lo pierdo. . .",Attractive,Hotel
8456,Buena opción de entreteniento ligero en Ixtapan Buena opción para comer en familia y caminar un rato. De muy fácil acceso y buena comida económica. I,Attractive,Restaurant
11398,"Visita a Patzcuaro Un lugar muy agradable, con excelente servicio y muy buena comida, un muy buen lugar para visitar, muy buen personal, atentos a nuestro servicio, instalaciones limpias y acojedoras, buen centro de convenciones con salones disponibles para fiestas y tarifas accesibles.",Hotel,Restaurant
204851,Agradable Es uno de los restaurantes de moda en Orizaba. Esta dentro del parque Poliforum en una zona de restaurantes. Tiene también opciones económicas como hamburguesas y alitas. Pedí un Tomawauk de 500 grs muy buena y mi pareja un salmón a las brasas también muy...Más,Restaurant,Attractive
32698,"Great service and best drinks! Great vibes! Emmanuel was a great server! The drinks were really nice. El lugar es perfecto para disfrutar del mar, un buen servicio , excelente comida y buena comida. Muy recomendado  !!!! En el mar la vida es mas sabrosa",Hotel,Restaurant
25155,"Impresionante club de playa en Tulum Tuve la experiencia más increíble en el club de playa Ziggys hoy. Acostada en la cama toda la tarde comiendo y ordenando ricas bebidas. Jesús nos cuidó mucho. Comenzó con un agua de coco con vodka. Luego ordenó pulpo con camarones al ajillo y terminó con pastel de chocolate y helado. Tenía diferentes margaritas, todas con diferentes sabores. Muy recomendable para el momento más relajante de tu vida. Sin ruidos fuertes. Tomó la siesta más deliciosa también.",Attractive,Restaurant
97292,"Marisco de humo Esta a toda madre, must visit When in isla mujeres. Drinks are good Ask for Julio Miguel y Alex!!!!!",Restaurant,Attractive
117575,"Vacaciones Un lugar hermoso es como una alberca gigante sin olas, con un hermoso color turquesa, si van a Chetumal está a 30 min. se está muy a gusto ahí, solo hay que llevar las sandalias especiales que se pueden meter a la alberca ya qué hay mucha roca y plantas y la arena se siente como si pisaras lodo no sé porque eso pero bueno realmente eso no nos incómodo nos las pasamos muy bien y te refrescas muy a gusto con el rico calorcito que hace, sin duda volveré es un lugar que no deben perderse.",Attractive,Hotel
135069,Aniversario Tanet fue genial. Ella proporcionó toda la información para que nuestro viaje fuera más fácil y relajante. La programación del transporte fue fluida. También programamos un masaje con arcilla en Alaya y fue relajante. El lugar era muy bonito y bien cuidado. El servicio al cliente fue excelente y todos fueron muy útiles. Definitivamente regresaremos en un futuro cercano. Gracias Tanet por toda tu ayuda.,Hotel,Attractive
46317,"Isla Mujeres un lugar de ensueño El lugar es bonito y limpio, la comida es muy ricas El staff muy amable. La ubicación enfrente del Mar Caribe si cruzas la calle tendrás una vista impresionante.",Restaurant,Hotel
82509,"Ebrio !!! Buen lugar... Comida he servicio BUENA  PERO ... El recepcionista olía a alcohol, supongo que estaba ebrio... Es buen lugar y con estos problemas QUE MIEDO !    Supongo que no hay ningún protocolo, como alcoholímetro... NO SUPERVISIÓN ",Hotel,Restaurant
195404,"¡Qué delicia! Desde el momento en que llegamos hasta el momento en que nos fuimos, sabíamos que estábamos en un lugar mágico. Después de hacer el check in en la oficina, aparcamos el coche y mientras caminamos, nuestro equipaje fue trasladado en carrito de golf por la larga Vine-cubiertas arbor camino a nuestro ""casita"", número 36 (creo) junto con el borboteo del lago. Los jardines están maravillosamente ajardinado con magenta flores de jengibre y fragantes plantas tropicales, entre los imponentes Ceiba árboles. Nuestra casita tenía musgo y helechos que crecen desde el tejado! Un grupo de monos congo encima de la serenata casita una bienvenida que sonaba algo como un pequeño concierto clave de Carmina Burana (mi marido ha puesto la película en Youtube), costa sudoeste y refugiarse sobre los",Hotel,Attractive
53330,Fin de semana Excelente servicio   Todo muy bien. Estuvumosmeimprr muy bien atendidos y agasajados por el staff de servicio   Hacen sentir q uno está en su casa con la mejor atención  La comida deliciosa   El chef siempre al pendiente de nosotros para q estuviéramos contentos y atendidos Las bebidas también muy buenas también,Hotel,Restaurant
56066,Me encanta el ambiente aquí! Pasamos la tarde allí para mi cumpleaños 40. Qué buena elección! ! Me encanta el ambiente y el diseño del resort. Disfrutamos el guacamole (deliciosos) y numerosos cócteles y cervezas en el bar de la isla. Fue simplemente perfecto. El área de la playa es...uno de los mejores de Tulum. Mis hijos jugaron durante horas en ese océano. Había incluso una pequeña zona de recreo en la playa. Las suites parecía absolutamente impresionante. Sólo podía imaginar cómo sería celestial para alojarse allí. !Más,Restaurant,Hotel
17222,"La opción para relajarse Buen servicio, me gusto. Di con el lugar por casualidad para desayunar con mi familia, y los paquetes de desayuno son buenos, tienen buen sazón.Aprovechando que tenía algo de tiempo y ellos disponibilidad me quede al SPA. Es un lugar pequeño pero muy limpio, confortable y con mucha luz. El masaje me encanto, el servicio en general me pareció muy bueno y el trato fue amable en todo momento.Lo recomiendo para quitarse el estés y recuperar la energía.",Attractive,Hotel
11643,"Siempre es un placer comer aquí - un gran servicio venga a alojarse en el hotel El Mesón del Marqués un par de veces al año y su restaurante es genial. Mi parte favorita es bajando por el desayuno y tener Medardo como mi camarero. Él siempre asegura eficiente, un servicio amable y ¡qué manera...de empezar el día genial! Queda claro por su actitud y de conocer a él por mis numerosas visitas cómo él ama de verdad su trabajo y asiste a sus clientes con genuina alegría - como si en su propia casa. ha sido un placer conocer la zona y haciendo una gran, nuevo amigo. Estoy deseando que llegue mi próxima visita.Más",Restaurant,Hotel
73806,"Excelente fin de semana Un excelente servicio, cuenta con todas las medida de higiene, meseros super buenos y amables, dj mike super buen animador, la comida super rica y super buen servicios, atentos a todos los huéspedes. Excelente 10 de 10",Hotel,Restaurant
159219,"Perdí mi negocio Es temporada baja en Sayulita. La ciudad está relativamente vacío. Aún así, la gente en rápido de descanso cobran 200 pesos para sentarse en sus sillones. No importó que mi plan era sentar y ordenar comida y bebidas. Una cosa es hacer que cuando la...playa está llena, pero cuando está vacío? Yo no estaba dispuesto a pagar una cantidad alta, así que caminamos por la playa a otro restaurante con asientos frente al mar que es gratis si pides a ellos. Tuve una gran experiencia, nos hicimos amigos, y disfrutamos de un par de horas en la playa. Rápido - de vacaciones no fresco.Más",Restaurant,Attractive
178569,"QUE MALA SUERTE TENGO Por una vez que voy a un asturiano, me tocan unas tapas asquerosas, croquetas reventadas que se les sale el relleno y rabas ultracongeladas, von un rebozo humedo que se les cae a cachos. El cahopo infame, mal frito y peor servido. El servicio de resaca que no se enteran de nada y el restaurange lleno. Vendan malo, que si es barato se llena igual.",Hotel,Restaurant
171519,"echabas tacos de pescado! tacos de pescado rancheros fantÃ¡sticos! impresionantes vistas. Un lugar estupendo para pasar el rato, tomarse una copa y disfrutar del dÃ­a.",Attractive,Restaurant
145002,"El mejor hotel boutique Moderna decoración de muy buen gusto! Precioso espacio,pequeño y muy acogedor,su restaurante con muy buen chef ,un lugar ideal para recién casados,para una cena romántica,delicioso desayuno y muy recomendable",Hotel,Restaurant
81703,gran dia en la playa Mi hija y yo fuimos a Ziggy Beach y pasamos un gran día. Hay un gasto mínimo de $ 50 USD y esto le permite usar los sillones acolchados. El servicio que recibimos de Nick fue fenomenal y no podríamos haber pedido un servidor mejor. La piña colada y el mojito eran refrescantes y la comida deliciosa.,Attractive,Restaurant
133704,"Buena idea para fin de semana Recién conozco esta cervecería y me voy feliz, porque el personal conoce lo que vende y eso da confianza.Más",Restaurant,Attractive
178218,"Comida con nuevos amigos No sé qué esperaba, pero es un buen lugar para relajarse y calzarse los zapatos durante un par de horas. Buen servicio, cerveza encantadora y fría, deliciosa cena de bistec. Bien vale la pena un viaje si estás en Tulum.",Attractive,Restaurant
14268,"Excelente opción! Muy buena forma de compartir un poco de la cultura mexicana.
Pase una excelente velada. 
Luis fue un guia muy amable.",Restaurant,Attractive
189066,Muy bonita playa y limpio! Nos alojamos en el Hotel/Apartamento Ixchel y tuvimos una estancia muy relajante y memorable. Las playas estaban limpias y me sentÃ­ muy segura. Muchas opciones de restaurante y cosas que hacer en la isla.,Attractive,Hotel
197490,"Excelente y único!!!! La mejor opción para llegar en san Cristóbal, excelente hotel con un toque único. El restaurante exquisito, el mejor de san Cristóbal definitivamente, deliciosos todos los platillos una delicia al paladar. Definitivamente no te lo puedes pasar",Hotel,Restaurant
153498,"Estoy recordando a mí para ser justos y no quisquilloso o poco realista. Tengo razones para ello como yo vivía en Loreto durante casi un año y no quiero lastimar sus negocios. Dicho esto hablemos del buen primero. Si la vieja escuela baja adicta a este puede ser su lugar. Creo que es la única playa de funcionamiento frente resort en la ciudad. Por desgracia, la playa es en la que puedes nadar a menos que te guste el agua verde marrón al mar. Y la playa no es mucho mejor. Pero es genial para un fuego impresionante y no caminar mientras sale el sol detrás de la isla de Carmen. La buena noticia es las islas son hermosas. El hotel es el único hotel en la ciudad de las mascotas. El bar es muy moderno, con paredes de piedra que dan a peces enormes de peluche dentro y tapicería colgando en rojo y negro. Mesa de billar y dardos. Bien bebidas y comida no es",Hotel,Attractive
134403,"Paraíso!!! No se encuentran lugares tan bellos como esta playa!  Además del lugar paradisíaco, el parador Chichi's 'n Charlies brinda un excelente servicio, muy buena comida, una atención muy cálida, la playa muy espaciosa, mucha tranquilidad...   Es un excelente lugar para disfrutarlo en todo sentido...",Hotel,Attractive
102780,"COMPRAS Y COMIDA ESTE ES EL LUGAR Encontrarás de todo en los alrededores de la Plaza, hoteles, comida típica, dulces, nieves, artesania.  Es el mejor lugar para pasar las tardes, una nieve de pasta o un cafe son lo recomendado.",Attractive,Restaurant
173054,"Concepto agradable y amigable  Concepto del lugar relajado y amigable , apacible con buena elección de comidas   Restaurantes buenos y excelente comida ",Attractive,Restaurant
140801,cocinar en casa abajo mejor degustación y reasonible precios. Así que bueno! te veo lunes un montón de opciones y aguas frescas todos los días diferentes,Restaurant,Attractive
164251,"Para la foto Fui con una amiga por la foto, pero aprovechamos para comer y la comida fue algo cara y la verdad es que no la destacaría, además de que te obligan a pagar la propina en la cuenta. Lo que vale la pena es la foto...Más",Restaurant,Attractive
146245,"La playa/Cabañas Tulum es increíble Me siento como necesidad de contar nuestra historia entera para que otros puedan obtener una idea de qué hacer. Estamos en nuestro 26 y nos tanto nunca había estado en Tulum o condujo a un coche en México, por suerte yo hablo español así que fue relativamente fácil. Usando un mapa e investigar México nos ayudó a encontrar fácilmente nuestro destino y evitar cualquier tipo de fraude estábamos lavado el cerebro a creer. Recomiendo encarecidamente alquilar un coche con Easyway ya que incluyen el seguro en el precio en general y todas las otras compañías de alquiler de coches no. No puedo expresar con palabras servicial que era tener un coche en Tulum porque todo el tráfico de los taxis y otros coches lo hace peligroso para los peatones y ciclistas para moverse.  De todos modos, Nos",Hotel,Attractive
180602,"KANAN es lo mejor!! KANAN ha sido una de mis mejores experiencias en Tulum, es un increíble lugar con un excelente servicio! El lugar, la comida riquísima y el personal es una joya, especial agradecimiento a Fidel ya que ha sido el mejor mesero de todo México, nos trato de 10 y regresaremos pronto para seguir pasando un buen tiempo como ese día!",Hotel,Restaurant
184157,Es un antojo muy sabroso  Si pasan por La Paz rumbo a balandra o ensenada de los muertos este puestesito es la opción a muy buen precio y con cosas geniales a muy buen precio para botanear,Restaurant,Attractive
49893,"Promedio Es como una plaza, venden muchas cosas de la zona, como dulces y artesanias.

A mi en lo personal no me interesaba la compra de artesanias, tal vez por esto no.me parecio tan atractivo

Pero si quieres artesanias y dulces de la localidad es buena...Más",Restaurant,Attractive
44765,"Un pequeño gran sitio Desayunamos aquí una mañana cuando pasamos una semana a mediados de isla. Tenían más de un toque caribeño a allí para el desayuno. Simplemente deliciosa, bien vale la pena el paseo.",Restaurant,Attractive
106985,"La comida es fantástica, una ubicación fantástica. no hay nada que pueda tomar en lo bonita la ubicación de Ziggy es ir hasta allí por si mismo. escuchar las olas que va contra la playa y tiene la sensación mágica. Aunque la comida no era bueno, sería una buena experiencia solo por...la ubicación. Pero la comida era buena, muy buena. Yo tenía camarones de coco que era excelente y un mango batido, que también era bueno. Mientras esperábamos la comida me relajado en la playa y fuimos al agua. También tienen estas camas que puede relajarse. Nuestro camarero era estupendo y la comida salió bastante rápidamente. La playa es increíble, con arena fina y agua clara. Cuando está hecho con piscina o lo que sea, se puede limpiar los pies en una de las muy buenas duchas, en los baños muy bonitos. Todo esta experiencia fue increíble y recomendaría encarecidamente venir a Ziggy la próxima vez que estés en Tulum.Más",Restaurant,Attractive
119856,"No hay servicio, demasiado ocupado con los huéspedes del hotel al servicio de los clientes en pie. Nuestra parada en el Parque de los Sueños, que no estaba destinado a ser un momento divertido en la aventura, resultó ser un largo paseo muy decepcionado.Habíamos visitado Parque de los Sueños, unos seis meses antes, participando en una de sus primeras películas, incluido Noches de Luna y disfrutamos de nuestro tiempo y la comida. El servicio de vuelta en mayo fue excepcional de la tripulación del deporte acuático, pero inferior a la media del bar y los camareros. Sin embargo, este fue uno de los pocos lugares que encontramos para servir botellas de modelo especial.Fue para el Modelo Especial paramos la segunda vez, y por desgracia, que no regresaremos después del pésimo servicio que recibimos.Larga historia corta, estábamos fuera una aventura en nuestro carrito de golf de alquiler, cuando una tormenta de lluvia a cerca de de los Sueños. Miramos el uno al otro y ambos dijeron, vamos a salir de la lluvia y tomar una copa. Era casi las 10 de la mañana, pero me fui con la recepcionista como si el bar/restaurante sería abierto, claramente indicando que estábamos buscando para salir de la lluvia y quiera pedir una cerveza o un cóctel. La mujer aseguró a nosotros el bar estaba abierto y nos dijo que vaya. Aquellos que han sido aquí saben que es un ""Six Flags"" de la línea de tejido tipo largo laberinto hacia la orilla, no es un gran problema, pero está abierto así que aún estaban recibiendo derramado.A su llegada al restaurante/bar, inmediatamente ser obligado a una mesa y ser entregado. menús Expliqué al anfitrión que estábamos buscando para tomar una copa y preguntó si el bar estaba abierto. La actitud acogedora cambian una vez que se determinó que no estaban interesados en tomar el desayuno, pero en vez de sólo una bebida. El anfitrión no decir el bar estaba abierto y nos negaba totalmente a la dirección de el bar adyacente. Nos agarramos nuestros asientos, estaban listos a la orden porque vinimos por el Modelo, pero esperamos y esperamos. Podíamos ver todo el personal rondan en el comedor, pero tenía que levantarse y en movimiento que nos quieran colocar nuestro pedido. Pasaron unos minutos hasta que otro camarero se acercó y nos preguntó si nos gustaría menús para el desayuno y de nuevo nos respondió que habíamos parado a tomar algo. De verdad nos esperamos y esperamos de nuevo antes de que nos recibió en el bar semi y pedir 2 botellas de cerveza (no una orden difícil de proveer una cantidad razonable de tiempo)El camarero daba la vuelta, abrió la nevera y cogió una botella de soda y se fue detrás de la barra. Poco tiempo después, el camarero de regresar y pensamos que habría nuestras cervezas o sin ellos, pero no. En su lugar, el camarero iba detrás de la barra, cogí un trozo de entradas y empezó a hacer bebidas para los clientes del restaurante. Después de completar la orden de bebidas varias, él se dirige a conseguir un cuchillo, tabla de cortar justo en frente de nosotros, pero de nuevo estamos pensando ""Bien, él va a cortar el limes para nuestras cervezas"" y de nuevo nos equivocamos. Tomate uno y dos eran lonchas delante de nosotros y nos aún no tienen nuestras bebidas! En este tiempo hemos estado en el restaurante para 22 minutos y todavía ni siquiera en consideración para una bebida. . . .Nos levantamos, caminamos todo el camino de vuelta de la colina de la lluvia, dieron en nuestro carrito de golf y nos fuimos por la carretera a la articulación. Donde aunque sólo apertura, nos recibieron, nos dieron toallas para secar y había hielo en el bar cervezas frías en el momento en que me senté. Ese es el tipo de servicio que esperábamos pero nunca recibí del Parque de los Sueños. El Mixto siempre será nuestro lugar de parada para una bebida, día lluvioso o no.",Attractive,Restaurant
147261,"Servicio excepcional No puedo decir lo suficiente sobre cuán increíbles son Felipe y su familia. Mi esposo y yo nos casamos 2 - 22 - 20 y no podríamos haber pedido una mejor experiencia. Desde la bella ceremonia hasta la recepción. Fue muy fácil trabajar con la...familia y fueron muy útiles durante todo el proceso. No puedes encontrar mejor comida en la isla. ¡Eso es de lo que nuestros amigos y familiares siguen hablando es de la comida! ! ! ¡Recomiendo encarecidamente elegir Sunset Bar and Grill para todas sus necesidades de destino de bodas, no se arrepentirá! ! :)Más",Restaurant,Hotel
62151,"Increíble En general, una experiencia increíble. Volvería en un abrir y cerrar de ojos. Recuerde que no hay electricidad por la noche, así que disfrute de la luz de las velas y la hermosa bañera de hidromasaje exterior.  - en las actividades Parttake un masaje o clases de yoga en las mañanas. Empujarse a sí mismo para despertar la pena.  Hay que hacer es alquilar una bicicleta e ir a la tienda de comestibles y comprar bocadillos siempre viene muy bien.",Hotel,Attractive
81393,"Buen ambiente romántico El lugar está en la playa, lo cual lo hace prueba de todo lo bueno. Tuvimos algunos platos vegetarianos y entretuvo mariachis. Los músicos fueron obviamente divertirse en sí bailando con niños de la mesa de al lado, lo cual hizo que diversión para todo el mundo.",Attractive,Restaurant
75780,"100% Recomendado Excelente servicio! La comida estuvo deliciosa y la atención fue en todo momento excelente! Gracias a Francisco, Jerry, Manuel, Jhonatan y Luis Grajales por todas sus atenciones! La hostess Leydi brindó una bienvenida muy cálida!",Hotel,Restaurant
179661,"Ya no dejan ver el cenote  Fuimos para ver el cenote, pero está cerrado ;(, la comida es cara, pero está al lado del exconvento que es impresionante.",Restaurant,Attractive
79214,"Arraigo , tradición y Cultura Mucha oferta de cocina Yucateca en Mérida , pero el que mas me gusto fue el Kinich , no esta en Merida esta como a 1 hora aprox no recuerdo bien eso, te das un ""rolesin"" por Izamal en sus atractivos turísticos   , en lo...Más",Restaurant,Attractive
15,2 visitas a Izamal Estuvimos en familia en 2011 y en 2013. Mi hijos que en el 2011 tenian 9 y 7 guardaron un recuerdo tan agradable de ese restaurant que nos pidieron regresar en 2013. Hay que decir que el Kinich representa muy bien el espiritu de Izamal...Más,Restaurant,Attractive
29014,"Falta restaurante Para ir una vez y hacer algo distinto está bien, pero está ubicado al lado de la carretera... por lo tanto escuchas todos los ruidos de los camiones que pasan en la madrugada.  Eso si, súper limpios y el ambiente está padre, esperemos que pronto pongan un restaurante o algo cerca para desayunar",Hotel,Restaurant
162956,"Vacaciones Excelente servicio de primera calidad, volveremos de todas maneras muy buena atención y muy rica la comida los voy a recomendar 100% excelente, las personas muy buena onda con muchas ganas de trabajar",Hotel,Restaurant
60268,"Cenamos en el restaurante y fue genial. El servicio fue muy agradable y educado ... camino ir!!! Estoy seguro de que volveremos. buena comida en un precio decinet. difícil de encontrar lugar como estos. Nos encantó. El servicio estaba muy bien y estaba muy bien cuidado si nos gustó la comida. Nos lo pasamos de maravilla. Gracias, gracias, gracias, gracias, gracias, gracias",Hotel,Restaurant
44912,"Ten cuidado y ten cuidado gángsteres Nos arrastró a este lugar en la calle y nos prometieron un carrito de golf para venir a un almuerzo gratis y todo lo que hicieron fue parada de rutina no nos durante dos horas para comprar una multipropiedad. No aceptan un no por respuesta, incluso después de tener tres personas diferentes hablar con nosotros. Tuve que llegar a mad y decir que no queremos gastar $30, 000. Me timaron el cupón y lo tiró en nosotros y no pude salir de allí lo suficientemente rápido y nunca volveremos a poner un pie en el lugar no importa.",Hotel,Attractive
27506,"Excelente plan! Es un lugar súper a gusto para disfrutar un día de playa con música buena y comida deliciosa. Jerry y Juan Carlos nos ofrecieron un excelente servicio! No dejen de venir si visitan Tulum, es un muy buen plan.",Hotel,Restaurant
